Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference
'Perfect Storm' Quickly Cools IPO Market Alibaba IPO A Turning Point Number of initial offerings pricing below expectations said to be most...,Investor's Business Daily,10/20/2014,929,"The IPO, on its hottest pace since 2000, is showing signs of cracking. Since the blockbuster initial public offering of Alibaba Group (BABA) on Sept. 19, which coincided with an all-time peak for the S&P 500 index, a growing number of ...",Alibaba,Technology,2,2,1,,,,
"Alibaba, GoPro Lead Rebound For Recent Hot IPO Stocks",Investor's Business Daily,10/21/2014,322,"Three closely watched recent IPOs É?? Alibaba Group, GoPro and Mobileye É?? showed strong gains Tuesday. Alibaba Group (BABA) stock rose 3% on the stock market today, closing at 90.90.",Alibaba,Technology,2,3,1,,,,
"What to expect in Yahoo's earnings; Paid clicks, plans for Alibaba IPO proceeds to get attention",MarketWatch,10/21/2014,399,"Paid clicks, plans for Alibaba IPO proceeds to get attention SAN FRANCISCO (MarketWatch) É?? Yahoo Inc. is scheduled to report its third-quarter results after the close of trading Tuesday. Here are some thing to look for in its report:",Alibaba,Technology,2,3,1,,,,
Yahoo's 3rd-quarter earnings rise on Alibaba IPO windfall,Los Angeles Times,10/22/2014,307,"Yahoo's third-quarter earnings soared as the Internet company collected a huge windfall from Alibaba's recent initial public offering. Revenue also rose slightly from the previous year, a welcome change for a company that has been posting ...",Alibaba,Technology,2,4,1,,,,
IPO Stock Watch: Alibaba Group Closes At Another High,Investor's Business Daily,10/24/2014,241,"Alibaba Group hit a closing high for the second straight day Friday, its fifth straight day of gains. Alibaba Group (BABA) stock rose 1.2% to close at 95.77 Friday. The China e-commerce giant continues a rebound from its all-time low of ...",Alibaba,Technology,2,6,1,,,,
"WILD MARKET PUTS DAMPER ON IPO DEALS; SINCE ALIBABA WENT PUBLIC LAST MONTH, 29 FIRMS HAVE HELD OFF",San Jose Mercury News,10/29/2014,1040,"The wild swings of the stock market have sucked the momentum from Alibaba's world-record-smashing public debut earlier this fall, bringing the IPO market to a crawl and possibly ending a hot streak that was expected to continue through the ...",Alibaba,Technology,2,4,2,,,,
Alibaba Analysts Upbeat Ahead Of Post-IPO Earnings,Investor's Business Daily,11/3/2014,395,"Several analysts recently initiated coverage of Alibaba Group (BABA), ahead of its Q3 earnings due before the open Tuesday, with buy or equivalent ratings.",Alibaba,Technology,2,2,1,,,,
Investors Await Alibaba's Earnings --- Report on Tuesday Will Be the First Since U.S. IPO -- and Hopes Are High,The Wall Street Journal,11/3/2014,709,Investors who bet on strong growth at Alibaba Group Holding Ltd. when it went public in September will soon get their first look at how well the Chinese e-commerce giant is meeting their expectations.,Alibaba,Technology,2,2,1,,,,
Alibaba Reports 54% Sales Growth In First Earnings Report Since IPO,Forbes,11/4/2014,37,"Alibaba Group reported earnings for the first time as a public company on Tuesday, exceeding analyst expectations on net profit and sales.",Alibaba,Technology,2,3,1,,,,
Alibaba profit slips 39% as revenue rises in first quarter since IPO,San Francisco Business Times Online,11/4/2014,182,"In its first earnings report since its Wall Street debut, Alibaba Group Holding Ltd. said its profit growth plunged in the third quarter as a result of stock awards to employees and executives, but revenue grew and its e-commerce business ...",Alibaba,Technology,2,3,2,,,,
"The Zacks Analyst Blog Highlights: Alibaba Group, Amazon, Renaissance IPO ETF, KraneShares CSI China Internet Fund and First Trust US IPO Index Fund",PR Newswire,11/6/2014,1355,"CHICAGO, Nov. 6, 2014 /PRNewswire/ -- Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks ...",Alibaba,Technology,2,5,3,,,,
Maker of Chinese Dating App Momo Files for U.S. IPO; Alibaba owns a 21% stake in Momo,The Wall Street Journal,11/7/2014,345,"The maker of Chinese dating and chat app Momo has confirmed its plan to go public in the U.S., as it expands its rapidly growing user base and pursues É??monetization capabilitiesÉ?ù in areas like games and mobile marketing.",Alibaba,Technology,2,6,1,,,,
"Yahoo to Buy Ad Platform for $640 Million; Company, Flushed With Money from Alibaba IPO, Seeks to Expand Video Business",The Wall Street Journal,11/11/2014,583,"Yahoo Inc. is using some of its cash from the sale of Alibaba stock to catch up with rivals in video advertising. The Internet portal said Tuesday it is paying about $640 million in cash to buy video-ad startup BrightRoll Inc., Yahoo's ...",Alibaba,Technology,2,3,1,,,,
Reports: Alibaba Seeks $8 Billion In First US Bond Offering After Historic IPO,RTT News,11/13/2014,437,"Chinese e-commerce giant Alibaba Group Holding Ltd. (BABA), which completed an historic multi-billion-dollar US initial public offering in September, announced Thursday that it plans to launch an offering of senior unsecured ...",Alibaba,Technology,2,5,2,,,,
"Toronto-Based CPPIB Posts 3.4% Investment Return; Canada's Largest Pension Fund Participated in Alibaba IPO, Expanded U.S. Holdings",The Wall Street Journal,11/13/2014,336,"CPP Investment Board, Canada's largest pension fund, posted a 3.4% investment return in its latest quarter, which it attributed to solid returns from fixed-income assets and positive contributions from private investments.",Alibaba,Technology,2,5,1,,,,
Sprint Not Sharing In SoftBank Bonanza Carrier Cuts Back Upgrade Wireless firm lags its U.S. rivals though parent was enriched by Alibaba IPO,Investor's Business Daily,11/14/2014,1417,"Alibaba Group's massive IPO has enriched SoftBank and founder Masayoshi Son, yet SoftBank-controlled Sprint might go begging for funds for expansion.",Alibaba,Technology,2,6,1,,,,
Alibaba-backed social networking company files for US IPO,SNL Kagan Media & Communications Report,11/14/2014,118,"Chinese social networking app Momo Inc. filed with the SEC to raise up to $300 million in an IPO of its American Depositary Shares. The social media app, which is 20.7% owned by Alibaba Group Holding Ltd., plans to list its ADSs on the ...",Alibaba,Technology,2,6,4,,,,
Chinese Social-App Group Momo Expects to Raise $256.6 Million in IPO; ADRs in Company Partially Owned by Alibaba to Be Priced Within Range...,The Wall Street Journal,11/28/2014,367,"The Chinese maker of social-media dating and chat mobile apps, Momo Inc., expects to raise $256.6 million from a planned stock offering, the company said in a regulatory filing.",Alibaba,Technology,2,6,1,,,,
"Lending Club, Alibaba-Backed Momo Refuel IPO Market",Investor's Business Daily,12/1/2014,638,"The IPO market is re-accelerating following Thanksgiving week, when no new issues debuted. Seven companies on Monday each set terms for an initial public offering , the largest being Lending Club (LC), an online marketplace connecting ...",Alibaba,Technology,2,2,1,,,,
Chinese social app Momo is an IPO with mojo; Alibaba support boosts fast-growing startup,MarketWatch,12/10/2014,1395,"Alibaba support boosts fast-growing startup Memo to É??momoÉ?ù investors: Your next hot momentum stock might be Momo, an extremely popular Chinese social networking and dating platform.",Alibaba,Technology,2,4,1,,,,
"Lending Club IPO, First Among Peers, Rises 56% In Debut OnDeck Is On Deck For IPO Alibaba-backed Momo, mobile social networker, climbs 26% in first day",Investor's Business Daily,12/12/2014,601,Lending Club cashed in on a hot market for initial public offerings and put the spotlight on an emerging group of companies with online platforms that connect borrowers with lenders.,Alibaba,Technology,2,6,1,,,,
