Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today's the big day; Facebook shares hitting the market in $100 billion+ IPO,Daily Post,5/18/2012,568,Today is the day when hundreds of local Facebook workers become multi-millionaires. And when some of the company's early investors will make billions. The long-awaited Facebook IPO was scheduled to have begun at 6:30 this morning. CEO Mark ...,Facebook,Technology,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forget Facebook's IPO; SpaceX is planning an even sexier launch,Denver Business Journal Online,5/18/2012,633,"Facebook IPO leave you deflated? Don't worry, the week's biggest public launch by a daring young company hasn't happened yet. The Falcon 9 rocket of Space Exploration Technologies, or SpaceX, is scheduled to lift off in Florida on Saturday, ...",Facebook,Technology,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook prices IPO at high end of range,Detroit Free Press,5/18/2012,266,"Associated Press NEW YORK -- Facebook's initial public offering of stock is shaping up to be one of the largest ever. The world's definitive online social network is raising at least $16 billion, a big windfall for a company that began eight ...",Facebook,Technology,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook IPO goes public, company faces new challenges",DMNews,5/18/2012,472,"Facebook shares began trading on US stock exchange NASDAQ today at 11:30am EST at $42.25, raising $16 billion and making it one of the largest tech initial public offerings (IPO). The share price was $4.25 higher than the $38 pricing ...",Facebook,Technology,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's Volume Is On Track To Set A New US IPO Record,Dow Jones News Service,5/18/2012,514,,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Volume On Track To Set New IPO Record,Dow Jones News Service,5/18/2012,731,"--Facebook trading volume exceeds 375 million within first three hours of listing, more than 6.5% of total market volume --Volume on track to beat prior record of trading volume on day of IPO",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US Stocks Slide Amid Lackluster Facebook IPO, Europe Concerns",Dow Jones News Service,5/18/2012,597,"Stocks decline, capping for worst week of the year -- Facebook pares gains, trading little above offer price after opening up 11% -- Europe worries increase as Moody's downgrades Spanish banks, Fitch cuts Greece",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Stock Closes Up Less Than 1% From IPO,Dow Jones News Service,5/18/2012,938,"Facebook stock repeatedly dropped to its IPO price in the last hour of trading session --So far this year, all global IPOs that have priced above range have gone on to make first-day gains",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CREDIT MARKETS: Facebook Lackluster IPO, Europe Fears In Focus",Dow Jones News Service,5/18/2012,1060,"DOW JONES NEWSWIRES 
  Continued concerns about the finances of the euro zone and Facebook Inc.'s (FB) underwhelming public debut caused stocks to tumble and helped to moderate losses in safe-haven Treasurys.",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan Stanley Got About 38% Of Facebook IPO Shares, Goldman Got About 15% -Sources",Dow Jones News Service,5/18/2012,814,"NEW YORK -(Dow Jones)- Lead underwriter Morgan Stanley (MS) received about 38% of the shares in Facebook Inc.'s (FB) initial public offering to distribute to investors, while Goldman Sachs Group Inc.'s (GS) allotment was roughly 15%, ...",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Lifts US IPO Volume To 12-Year High,Dow Jones News Service,5/18/2012,115,"Facebook's IPO bumps US-listed IPO volume in the first five months of 2012 to its highest year-to-date point since the same period in 2000, according to data tracker Dealogic. It also makes 2012 the third-largest year so ...",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq: IPO Of Facebook Extended By Additional Five Minutes,Dow Jones News Service,5/18/2012,9,Nasdaq: IPO Of Facebook Extended By Additional Five Minutes,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nasdaq: Says Will Update Traders On Facebook IPO, Trading Yet To Begin",Dow Jones News Service,5/18/2012,12,"Nasdaq: Says Will Update Traders On Facebook IPO, Trading Yet To Begin",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Stocks Extend Losses As Facebook Trades Near $38 IPO Price; DJIA Down 52,Dow Jones News Service,5/18/2012,18,US Stocks Extend Losses As Facebook Trades Near $38 IPO Price; DJIA Down 52,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Stock Falls To IPO Price,Dow Jones News Service,5/18/2012,169,"Facebook Inc.'s (FB) stock briefly traded flat with its initial public offering price after a modest gain at the opening, suggesting that investors are selling off their stakes.",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq: Investigating Issue Delivering Trade Execution Messages From Facebook IPO,Dow Jones News Service,5/18/2012,83,"Nasdaq officials told exchange members in a notice at noon Friday that its staff was ""investigating an issue in delivering trade execution messages"" from trades made in Facebook's (FB) IPO.",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Opens Up From $38 IPO Price,Dow Jones News Service,5/18/2012,959,"Facebook stock opens up 10.7% on first trade, but trades down as low as its IPO price in morning session -- So far this year, all global IPOs that have priced above range have gone on to make first-day gains",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Stanley Received About 38% Of Shares In Facebook IPO -Sources,Dow Jones News Service,5/18/2012,811,"NEW YORK (Dow Jones)--Lead underwriter Morgan Stanley (MS) received about 38% of the shares in Facebook Inc.'s (FB) initial public offering to distribute to investors, while Goldman Sachs Group Inc.'s (GS) allotment was roughly 15%, ...",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq: Trade Execution Messages For Facebook IPO Trades Have Been Disseminated,Dow Jones News Service,5/18/2012,818,"Nasdaq Investigating Glitch In Confirming Facebook Trades,"" at 4:21 p.m. EDT, misstated the closing price in the fourth paragraph.",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Volume On Track To Set New IPO Record,Dow Jones News Service,5/18/2012,731,"Facebook trading volume exceeds 375 million within first three hours of listing, more than 6.5% of total market volume --Volume on track to beat prior record of trading volume on day of IPO",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Sets Record For IPO Trading Volume,Dow Jones News Service,5/18/2012,10,Facebook Sets Record For IPO Trading Volume,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Sets New IPO Trading Volume Record,Dow Jones News Service,5/18/2012,99,"Facebook (FB) traded 460M shares by 3:07pm EDT, the most ever for a US stock the day of its IPO. The prior record-holder was GM, which saw 458M shares trade the day it went public in 2010, after coming out of bankruptcy. ...",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Stock Closes Up Less Than 1% From IPO Price,Dow Jones News Service,5/18/2012,10,Facebook Stock Closes Up Less Than 1% From IPO Price,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US Stocks Slide Amid Lackluster Facebook IPO, Europe Concerns",Dow Jones News Service,5/18/2012,597,"Stocks decline, capping for worst week of the year -- Facebook pares gains, trading little above offer price after opening up 11% -- Europe worries increase as Moody's downgrades Spanish banks, Fitch cuts Greece",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Stock Closes Up Less Than 1% From IPO,Dow Jones News Service,5/18/2012,938,"Facebook stock repeatedly dropped to its IPO price in the last hour of trading session --So far this year, all global IPOs that have priced above range have gone on to make first-day gains",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPO OUTLOOK: Facebook IPO's Market Aftershocks,Dow Jones News Service,5/18/2012,442,--Facebook's flat IPO may have ripple effects --Similar companies wanting to go public may face investors seeking reduced pricing terms --Social media companies seeking private funding may get tougher scrutiny from venture capital funds,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA WATCH: Take This Facebook IPO And Shove It,Dow Jones News Service,5/18/2012,925,--Facebook IPO fireworks being lit by greed --Facebook's prospects are problematic --Mark Zuckerberg doesn't have the management experience yet to give confidence he can withstand the typical problems that beset public companies,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's Volume Is On Track To Set A New US IPO Record CORRECT: Facebook's Volume Is On Track To Set A New US IPO Record,Dow Jones News Service,5/18/2012,514,"The company was in fact trading at $3, falling from above $50. ...",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Opens UP 13% at $42.99 Facebook IPO Trades Up Then Gives Back Gains,Dow Jones News Service,5/18/2012,191,By David Benoit Facebook shares opened at $42.99 up 13% from its IPO pricing.,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: The Sun's Shining On Nasdaq MarketSite Facebook IPO: The Sun's Shining On Nasdaq MarketSite,Dow Jones News Service,5/18/2012,152,"By Jacob Bunge Facebook's logo has implanted itself on Nasdaq OMX's Times Square MarketSite, and the sun is shining on the ...",Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: It Would Rather Be Like LinkedIn Than Zynga IPO: It Would Rather Be Like LinkedIn Than Facebook IPO: It Would Rather Be Like LinkedIn Than Zynga IPO: It Would Rather Be Like LinkedIn Than,Dow Jones News Service,5/18/2012,248,By David Benoit It's Facebook Dawn.,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook at the Open The First Post-IPO Analyst Note Facebook at the Open The First Post-IPO Analyst Note Facebook at the Open The First Post-IPO Analyst Notes,Dow Jones News Service,5/18/2012,181,By David Benoit Wedge Partners has issued a Facebook research report in what might be the fastest research report on an IPO in ...,Facebook,Technology,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook to See Light After IPO Settles $104 Billion Value,ecPulse,5/18/2012,175,"Facebook Inc. is debuting at last! the Menalo-Park, California-based company will start trading on Friday after a record $104.2 billion initial public offering, the valuation that makes it the largest company to go public in the United ...",Facebook,Technology,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indexes Flat Ahead of Facebook IPO; Autodesk Tanks,Investor's Business Daily,5/18/2012,286,"The major indexes were flat in heavy, options-expiration trade early Friday as the market looked toward Facebook's debut. The S&P 500 was up 0.2% and the Nasdaq and Dow Jones industrial average up 0.1%. Nasdaq volume tracked about double ...",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zynga Down 13%, LinkedIn Down 2% On Facebook IPO Day",Investor's Business Daily,5/18/2012,315,"Shares of social game-maker Zynga (ZNGA), which has a symbiotic relationship with Facebook's social network, plummeted more than 13% midday Friday after the Facebook (FB) IPO got off to a lackluster start.",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Face Plant: Shares Even In Early IPO Trading,Investor's Business Daily,5/18/2012,337,"The much-ballyhooed IPO for Facebook (FB) was off to a disappointing start Friday, with the stock trading near even with its $38 initial price in midday trading. It was trading at 39.60, up 4%.",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stocks Down; Facebook Rebounds After Slipping To IPO Price,Investor's Business Daily,5/18/2012,485,"Stocks were moderately lower in early afternoon action Friday after pulling back from their session highs around 11 a.m. ET, when Facebook (FB) had been expected to begin trading.",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook prices IPO at $38 per share -- trading expected to begin today,Lansing State Journal,5/18/2012,70,"Facebook has priced its initial public offering of stock at $38 per share, at the high end of its expected range. Facebook Inc. and its early investors could reap as much as $18.4 billion from the IPO.",Facebook,Technology,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROAD TO IPO; Facebook goes public, Day 1; Exchanges brace for big volume",Los Angeles Times,5/18/2012,795,"NEW YORK Wall Street has one simple task as Facebook Inc. shares begin trading: Don't mess it up. Major stock exchanges, brokerage firms and mutual fund companies have been gearing up for one of the biggest initial public offerings on record. ...",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Prices IPO,M2 EquityBites,5/18/2012,193,"Facebook (NASDAQ: FB) has announced the pricing of its initial public offering of 421,233,615 shares of its common stock at a price to the public of $38 per share.",Facebook,Technology,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take this Facebook IPO and shove it; Commentary: This is a lot like other IPOs É?? except for the hype,MarketWatch,5/18/2012,928,"NEW YORK (MarketWatch) É?? The Facebook initial public offering fireworks are being lit by one factor alone: greed. Believe me. I know. The other day, my broker, an amiable fellow, breathlessly called me to say I could get in on the big ...",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook is already history; Commentary: IPO ranks among the biggest, most heralded",MarketWatch,5/18/2012,332,"NEW YORK (MarketWatch) É?? Even before today's close, Facebook Inc. was a part of Wall Street history. By pricing above its already revised range, Facebook Inc. (FB, US)?ˇjoins 17 other companies' initial public offerings this year that priced ...",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With Facebook IPO sputtering, tech stocks stumble; Yahoo, Salesforce gains fail to offset sinking Nasdaq by market close",MarketWatch,5/18/2012,536,SAN FRANCISCO (MarketWatch) É?? Tech stocks ended up closing the week out on a largely negative note Friday as the much-awaited debut of Facebook sputtered and the Nasdaq Composite fell more than 1%.,Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond the hoodie: Zuckerberg post-IPO; Facebook chief executive must now answer to Wall Street,MarketWatch,5/18/2012,1158,SAN FRANCISCO (MarketWatch) É?? Wearing a hoodie may be the least of Mark Zuckerberg's problems now that Facebook Inc. has become a public company.,Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook's IPO: success or failure? Commentary: Debut sputters, but Zuckerberg may not care",MarketWatch,5/18/2012,953,"SAN FRANCISCO (MarketWatch) É?? Facebook Inc.'s IPO was not the soaring rocket ship everyone had been expecting. There were a few factors at play: the general overall jittery stock market, with the Dow falling 12 out of the last 13 trading ...",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook IPO: Perfect, in a strict sense; Commentary: We should have expected perfection",MarketWatch,5/18/2012,872,"SAN FRANCISCO (MarketWatch) É?? Of all the possible scenarios for Facebook Inc.'s market debut that I handicapped, a flat-line performance wasn't among them.",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook IPO fails to É??pop' in rough debut; Social network hurt by harsh market selloff, technical problems",MarketWatch,5/18/2012,1192,"SAN FRANCISCO (MarketWatch) É?? The hotly anticipated initial public offering of Facebook Inc. on Friday largely fizzled, as the social network's debut was racked by technical problems as well as a market-wide selloff that clipped nearly all ...",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO's rocky open to get SEC review,MarketWatch,5/18/2012,451,LOS ANGELES (MarketWatch) É?? The Securities and Exchange Commission said late Friday it would look into the delayed trading start to Facebook Inc.'s much-anticipated debut after the Nasdaq stock exchange experienced problems getting trade ...,Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO loses steam at the end,MarketWatch,5/18/2012,292,"MARKETWATCH FRONT PAGE Social network's shares weaken near the end of its first trading session following $16 billion initial public offering, missing the first-day É??pop.É?ù",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook's IPO, European worries in focus; FRIDAY MORNING'S TOP STORIES",MarketWatch,5/18/2012,287,"Premarket news Investors were preparing for the biggest technology IPO on record, with Facebook shares(FB, US)?ˇdue to start trading at 11 a.m. Eastern time.",Facebook,Technology,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
