,Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,neutral,weakneg,weakpos,strongpos,strongneg
533,Alibaba to price biggest IPO ; Scorching-hot growth has investors clamoring to scoop up shares on the 'cheap',USA Today,9/18/2014,463,Low prices lure Chinese shoppers to Alibaba's shopping sites. But it's the price of its IPO -- due to start trading Friday -- that is drawing U.S. investors to the deal.,Alibaba,Technology,1,5,1,0,1,0,1,3
534,What to watch ; Alibaba IPO must-watch moments,USA Today,9/19/2014,263,Alibaba's IPO day has finally arrived. There's no juicier story to watch on Wall Street today than the Chinese e-commerce giant's first day of trading.,Alibaba,Technology,2,6,1,4,0,0,0,0
535,IPOs are the riskiest ride you can take ; Q: How low can Alibaba's IPO go?,USA Today,9/19/2014,272,Unless you're a big-time investor  the chance of you buying into the Alibaba deal at the initial offering price is slim. But buying into the deal on the first day raises some big risks.,Alibaba,Technology,2,6,1,2,2,2,2,2
536,It's official: Alibaba sets IPO record ; Wild morning expected at NYSE,USA Today,9/19/2014,504,Alibaba priced its shares at $68 apiece Thursday  raising $21.8 billion for the company and investors and solidifying its stature as the biggest U.S. IPO in history.,Alibaba,Technology,2,6,1,0,0,0,0,0
537,Alibaba slips 4.3% after its huge IPO,USA Today,9/23/2014,286,,Alibaba,Technology,2,3,1,2,0,0,0,0
538,Alibaba to IPO at $60 per share in tech world's largest public offering,U-Wire,9/16/2014,965,Baruch College; New York  NY - business By By Joseph Esposito In a regulatory filing with the Securities and Exhange Commission  Alibaba Group set its per-share price range at $60 to $66 for its initial public offer. The NYSE listing is ...,Alibaba,Technology,1,3,3,0,0,0,0,0
539,With IPO  Alibaba's Global Rise to Power,U-Wire,9/19/2014,638,Georgetown University; Washington  DC - business By Reena Aggarwal This week  the global financial markets are buzzing with news about an initial public offering. The much talked about IPO isn't for Facebook or Twitter or any company you have ...,Alibaba,Technology,2,6,3,2,0,0,0,0
540,US Investors Eye IPO For China's Alibaba,Voice of America Press Releases and Documents,8/27/2014,592,VOA English Service US Investors Eye IPO for China's Alibaba Victor Beattie August 27  2014 2: 49 PM WASHINGTON- U.S. investors are preparing for Chinese e-commerce giant Alibaba's market debut next month  when it is expected to begin trading on ...,Alibaba,Technology,1,4,4,2,0,0,0,0
541,Ahead of big IPO  Alibaba reveals more of what makes it tick,Washington Business Journal Online,6/17/2014,171,Just ahead of what will likely be one of the biggest initial public offerings in the U.S.  Alibaba has spoken. The Chinese Internet giant Alibaba Group Holding Ltd. has shown a little more of what makes it tick  something potential ...,Alibaba,Technology,1,3,4,10,1,1,2,0
542,Alibaba's huge IPO now looks like it will come after Labor Day,Washington Business Journal Online,7/18/2014,350,,Alibaba,Technology,1,6,4,4,0,0,0,0
543,Alibaba's IPO ranks as world's biggest,Wichita Business Journal Online,9/22/2014,136,Chinese e-commerce company Alibaba Group Holding Ltd. has raised $25 billion in its initial public offering  setting a record for the largest IPO in the world.,Alibaba,Technology,2,2,4,0,0,0,0,0
544,Blue Apron expected to announce final IPO pricing; AP Planner; Future News Item; Blue Apron,AP,6/29/2017,93,Organisation: Blue Apron Description: Blue Apron expected to announce the final pricing of its Initial Public Offering  before shares for the meal kit delivery company commence trading on the New York Stock Exchange tomorrow. The offer price...,Blue Apron,Food/Drink,2,5,1,0,0,0,0,0
545,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Argus Leader,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
546,Blue Apron looks to raise $500M with $15-$17 IPO,Argus Leader,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
547,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Asbury Park Press,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
548,Blue Apron looks to raise $500M with $15-$17 IPO,Asbury Park Press,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
549,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Asheville Citizen-Times,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
550,Blue Apron looks to raise $500M with $15-$17 IPO,Asheville Citizen-Times,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
551,Amazon-Whole Foods deal takes steam out of Blue Apron's IPO,Austin Business Journal Online,6/29/2017,387,Food delivery startup Blue Apron LLC has cut the price range of its initial public offering  and Amazon.com Inc.'s pending deal with Whole Foods Market Inc. is being cited as a reason for the markdown.,Blue Apron,Food/Drink,2,5,4,0,2,0,3,0
552,Blue Apron's stock falling below IPO price 'a big surprise' to investors,Chicago Business Journal Online,6/30/2017,484,,Blue Apron,Food/Drink,2,6,4,4,2,0,0,0
553,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Clarion-Ledger,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
554,Blue Apron looks to raise $500M with $15-$17 IPO,Clarion-Ledger,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
555,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Courier-Post,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
556,Blue Apron looks to raise $500M with $15-$17 IPO,Courier-Post,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
557,Blue Apron's IPO gain fades despite investor backing; Amazon's deal clouds meal-delivery market Blue Apron's IPO gain fades despite investor backing,Courier-Post,6/30/2017,325,Shares of Blue Apron Holdings  a meal-kit delivery company backed by Silicon Valley investors  rose 1% after they were initially offered to the public Thursday  reflecting the industry's outlook that's been clouded by technology and ...,Blue Apron,Food/Drink,2,6,4,2,4,1,3,2
558,Will Amazon-Whole Foods merger disrupt Blue Apron's IPO?,Daily Herald,6/25/2017,644,Five years ago  Blue Apron promised to bring innovation to an industry that had seen relatively little by providing people with kits for meals that they could cook at home.,Blue Apron,Food/Drink,1,1,4,2,2,0,2,1
559,Meal-kit start-up Blue Apron bakes up an IPO,Dayton Daily News,6/3/2017,434,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
560,Blue Apron looks to raise $500M with $15-$17 IPO,Dayton Daily News,6/20/2017,386,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
561,Blue Apron's IPO gain fades despite investor backing,Dayton Daily News,6/30/2017,332,,Blue Apron,Food/Drink,2,6,4,0,2,0,1,0
562,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Democrat & Chronicle,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
563,Blue Apron looks to raise $500M with $15-$17 IPO,Democrat & Chronicle,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
564,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Florida Today,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
565,Blue Apron looks to raise $500M with $15-$17 IPO,Florida Today,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
566,As Food Delivery Companies Struggle  Blue Apron Tries A Different Recipe: An IPO,Forbes,6/1/2017,580,Meal kit company Blue Apron likes to say that it provides people with âa better way to cook.â But will it provide investors hungry for good food companies a better way to trade? The public market could soon find out.,Blue Apron,Food/Drink,1,5,1,2,4,3,5,0
567,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Fort Collins Coloradoan,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
568,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Green Bay Press-Gazette,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
569,Blue Apron looks to raise $500M with $15-$17 IPO,Green Bay Press-Gazette,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
570,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Greenville News,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
571,Blue Apron looks to raise $500M with $15-$17 IPO,Greenville News,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
572,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to...,Indianapolis Star,6/3/2017,433,,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
573,Blue Apron looks to raise $500M with $15-$17 IPO,Indianapolis Star,6/20/2017,375,,Blue Apron,Food/Drink,1,3,4,2,0,0,0,0
574,Blue Apron Pricing To Heat Up Crazy IPO Week: Investing Action Plan,Investor's Business Daily,6/28/2017,449,,Blue Apron,Food/Drink,1,4,1,0,0,0,0,0
575,Blue Apron Slashes IPO Price As Big Investors Avoid A Sour Bite,Investor's Business Daily,6/28/2017,541,Blue Apron (APRN) is serving up a dish that big-money investors have turned away  causing the company to lower the price of its initial public offering by about 34%.,Blue Apron,Food/Drink,2,4,1,0,1,0,0,2
576,Blue Apron IPO Prices At Low End Of Lowered Range; Tintri Calls Off IPO,Investor's Business Daily,6/29/2017,546,,Blue Apron,Food/Drink,2,5,1,0,0,0,0,2
577,Blue Apron IPO Prices At Low End Of Lowered Range; Trinti Calls Off IPO,Investor's Business Daily,6/29/2017,547,A meal kit maker and enterprise cloud platform will be closely watched players on a crowded IPO stage after the market close  but which of a total of five names set to debut will become household names?,Blue Apron,Food/Drink,2,5,1,2,0,0,0,4
578,Blue Apron Pricing To Heat Up Crazy IPO Week: Investing Action Plan Blue Apron Pricing To Heat Up Crazy IPO Week: Investing Action Plan,Investor's Business Daily,6/27/2017,451,Here's your Investing Action Plan for Wednesday: what you need to know as an investor for the coming day. The busiest week for IPOs so far this year will kick into high gear tomorrow  as a few new issues debut in the morning and several more...,Blue Apron,Food/Drink,1,3,1,8,0,0,0,0
579,Blue Apron IPO Prices At 10  Low End Of Lowered Range Blue Apron IPO Prices At Low End Of Lowered Range; Tintri Calls Off IPO,Investor's Business Daily,6/28/2017,523,A meal kit maker and enterprise cloud platform will be closely watched players on a crowded IPO stage after the market close  but which of a total of five names set to debut will become household names?,Blue Apron,Food/Drink,2,4,1,2,0,0,0,6
580,Meal-kit start-up Blue Apron bakes up an IPO,Journal & Courier,6/3/2017,271,Meal-kit delivery company Blue Apron Holdings cooked up plans for a public stock offering  the next step in the evolution of the start-up that has become an innovator in the ingredients-and-recipes-in-a-box business.,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
581,Amazon's potential for meal delivery cited as reason for Blue Apron's slashed IPO value,L.A. Biz,6/28/2017,385,Blue Apron has cut the price range of its initial public offering  and Amazon is being cited as a reason for the markdown. The meal-kit company  which delivers ingredients directly to the doors of its subscribers  now expects its IPO to be ...,Blue Apron,Food/Drink,2,4,4,0,2,1,2,0
582,Blue Apron's stock falling below IPO price 'a big surprise' to investors,L.A. Biz,6/30/2017,484,On the heels of Blue Apron Holdings Inc.'s initial public offering this week â and with its stock price dipping on its second day of trading â industry pros are chiming in on the meal-kit delivery company.,Blue Apron,Food/Drink,2,6,4,4,2,0,1,0
583,Meal-kit start-up Blue Apron bakes up an IPO; Home-cooking delivery company to start at $100M,Lansing State Journal,6/3/2017,433,Meal-kit delivery company Blue Apron Holdings cooked up plans for a public stock offering  the next step in the evolution of the start-up that has become an innovator in the ingredients-and-recipes-in-a-box business.,Blue Apron,Food/Drink,1,7,4,0,0,0,0,0
584,Blue Apron looks to raise $500M with $15-$17 IPO,Lansing State Journal,6/20/2017,375,For a little less than the price of about two of Blue Apron's meals  some investors could own a share of stock. Blue Apron Holdings will price its initial public offering shares at between $15 to $17  which would allow the meal-kit delivery ...,Blue Apron,Food/Drink,1,3,4,6,2,1,0,0
585,More companies could follow Snap  Blue Apron IPO playbook under softened SEC rule,Los Angeles Times,6/30/2017,876,It used to take months from the day a company filed its paperwork to go public to the day it sold shares  giving potential investors loads of time to decide whether to buy in.,Blue Apron,Food/Drink,2,6,1,3,0,1,0,0
586,Packaged Facts; Blue Apron's IPO Hints at Next Stage for Burgeoning Meal Kit Market  says Packaged Facts,Marketing Weekly News,6/16/2017,651,By a News Reporter-Staff News Editor at Marketing Weekly News -- For a company that specializes in getting people to cook in the privacy of their own homes  meal delivery service Blue Apron has made a name for ...,Blue Apron,Food/Drink,1,6,4,4,0,0,0,0
587,Blue Apron IPO to test Wall Street's appetite for âlazy' people's favorite tech startups; Opinion: Subscription services have become popular...,MarketWatch,6/3/2017,586,Opinion: Subscription services have become popular with consumers  but now we will see what investors think Blue Apron Inc.  the subscription-based meal-kit delivery company  will test Wall Street's appetite for unicorn companies that offer ...,Blue Apron,Food/Drink,1,7,1,2,0,4,1,2
