,Text,Label,Label180
855,"Microsoft broke into the tablet market on Monday with a computer called Surface, The New York Times reports. Facebook shares are slowly rising after a post-IPO drop, according to Bloomberg.",Negative,Negative
856,The Senate Banking and House Financial Services committees on Wednesday announced probes into the way Facebook and bank analysts handled the social network's initial public offering.,Negative,Negative
858,Facebook Inc. said in an updated filing for its initial public offering Wednesday that it has lined up $8 billion in financing and 25 new underwriters to help it go public this year.,Negative,Negative
859,"Facebook Inc. reported its first quarter-to-quarter revenue slide in at least two years, a sign the social network's growth may be cooling as it prepares to go public, Reuters reports.",Negative,Negative
860,"Facebook Inc. has estimated that it will be valued at $96 billion when its May 18 initial public offering arrives. The Wall Street Journal reports that if Facebook's estimate is correct, it would break the record for the highest-valued debut ...",Negative,Negative
861,"FACEBOOK INSIDERS leaped Wednesday to cash in on frenzied investor demand, upping the number of shares they will offer for sale on Friday by almost 25 %. Facebook said it expects the opening price to be $36 per share. The highly anticipated ...",Negative,Negative
863,THE NEW FACEBOOK timeline isn't looking very pretty: Overhyped stock debut. Plunging prices. Lawsuit. Another lawsuit. Upcoming federal probes. And that's in just the last six days. Investors eager to buy Facebook shares last Friday changed ...,Negative,Negative
864,FORGET INVESTORS. Now it's government regulators who aren't liking Facebook much. The social media site - which tumbled 9% to $31 on Tuesday after slumping below its $38 IPO price the day before - is facing scrutiny over its fizzled initial ...,Negative,Negative
865,Facebook Inc.'s initial public offering has prompted a dash to the courthouse by plaintiffs attorneys representing shareholders who invested in the social media giant. At least four securities class action firms said yesterday they were in ...,Negative,Negative
866,Facebook Inc.'s lawyers at Kirkland & Ellis and Willkie Farr & Gallagher moved on June 15 to have all of the 40-plus cases filed over the company's initial public offering transferred to Manhattan for pretrial coordination. They ...,Negative,Negative
867,Imagine winning the lottery. Twice. That's how it will feel today for an elite cadre of Facebook workers should the social network giant - as expected - file the paperwork for its much-anticipated mammoth stock offering.,Negative,Negative
868,He hacked. He liked. He conquered. Mark Zuckerberg's incredible wealth and power was revealed for the first time yesterday as his social network giant filed - finally! - to go public.,Negative,Negative
869,Where will Facebook CEO Mark Zuckerberg rank on Forbes' list? A) 1st B) 4th C) 10th D) Not make the list 2. What will FB's IPO road show most resemble?,Negative,Negative
870,"Shut your pie hole! That's the message that notoriously press-averse Facebook founder Mark Zuckerberg has sent around Wall Street recently, telling Morgan Stanley, JPMorgan Chase, Goldman Sachs and the other banks involved in his ...",Negative,Negative
871,The New York Stock Exchange and Nasdaq are fighting over Facebook - but so far CEO Mark Zuckerberg is less than impressed with their overtures.,Negative,Negative
872,"As Facebook sails toward its expected springtime public offering, most of Wall Street is in a lather over the revenue and profits Mark Zuckerberg's social network behemoth will create.",Negative,Negative
873,"Facebook is shutting down trading in its stock on private markets as the social network prepares to go public. The company told private exchanges such as SecondMarket and SharesPost to wrap up their auctions, sources said.",Negative,Negative
874,"Facebook is headed for the record books. CEO Mark Zuckerberg's social networking company finally filled in the blanks yesterday for investors, setting a share price range of $28 to $35 for its initial public offering, sealing Facebook's ...",Negative,Negative
875,"Thanks, chumps! Mom and pop investors were left holding the bag yesterday after being gouged by a $38 share price while Facebook insiders and Wall Streeters reaped billions in profits in the hotly anticipated IPO. Pages 4-5",Negative,Negative
876,Attention Vevo: Keep your sexy redesign private! That's the message insiders and tech analysts are offering the upstart video-streaming site. Vevo is suddenly pondering an initial public offering following the huge success of its new ...,Negative,Negative
877,"Regulators raised red flags before giving the green light to Facebook's initial public offering last month. The Securities and Exchange Commission yesterday released letters it sent to the company in the months leading up to the IPO, ...",Negative,Negative
878,"Now the banks tell us what Facebook's really worth. An analyst with Morgan Stanley, one of the lead underwriters in the social networking giant's May 18 initial public offering - which set an IPO price of $38 - said yesterday he believes ...",Negative,Negative
879,"NEW YORK Facebook on Tuesday increased the price range at which it plans to sell stock to the public, as investor enthusiasm in the offering continued to mount and boost the potential value of the world's most popular social network.",Negative,Negative
880,We all knew he'd eventually get around to it: Mark Zuckerberg is bringing Facebook public. This week the company filed for an IPO - initial public offering - through which anyone will be able to buy shares of the social networking ...,Negative,Negative
881,"Facebook's bungled stock offering last week won't be prompting many investors to click ""like."" The instant gains commonly enjoyed by early investors in such initial public offerings didn't materialize. A technical glitch fouled up first-day ...",Negative,Negative
882,"Judy Carey, a Massapequa resident and Facebook investor, still won't get her new backyard stoop. The stay-at-home mom had planned to pay to fix flaws in a previous remodeling job by selling the 150 Facebook shares she bought on the stock's ...",Negative,Negative
883,One of the difficulties of being around awhile is the tendency to compare current events to those in the rear view mirror. This past week was one of those times.,Negative,Negative
884,"Everybody's talking about Facebook's initial public offering, but unless you're Warren Buffett, you're probably better off looking for a sleeper among the lesser-known companies set to go public this year.",Negative,Negative
885,"For a week, the world went Facebook-crazy as the company's initial public offering of its stock turned into a circus of fervor, greed, andâ€”ultimatelyâ€”alarm. When the stock finally began trading on Friday morning, it opened at $42 a share, ...",Negative,Negative
