|Headline|Source|Date|Word Count|Company|Industry|IPO Period|Day of Week|Source Tier|PositiveScore|NegativeScore|Ticker|Close|High|Low|Open|Volume|Offer Date|Issuer|Offer Price|Open Price|1st Day Close|1st Day % Px Chng|$ Change Opening|$ Change Close|Mngr1|Mngr2|Mngr3|Mngr4|Mngr5|Mngr6|Offer Date +90|Date_y|Close +90|% Px Chng +90|Label
774|As Facebook falls, IPO pullback begins; Experts say botched debut and weak summer may crimp market|MarketWatch|2012-05-25|748|Facebook|Technology|2|6|1|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
775|Facebook IPO controversy in a legal gray area; Analysis: Experts zero in on disclosure days before stock's debut|MarketWatch|2012-05-25|1296|Facebook|Technology|2|6|1|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
776|Techs put in mild gains; Facebook falls again; Social network may end first trading week 16% below IPO price|MarketWatch|2012-05-25|540|Facebook|Technology|2|6|1|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
777|Facebook IPO a â€˜missed opportunity'; Commentary: Bill Hambrecht says social network is like a co-op|MarketWatch|2012-05-25|900|Facebook|Technology|2|6|1|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
778|Facebook IPO a â€˜missed opportunity'|MarketWatch|2012-05-26|271|Facebook|Technology|2|7|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
779|Girl geeks gather at Facebook after IPO; Commentary: Hacking pervasive at social network, perhaps too much|MarketWatch|2012-05-28|887|Facebook|Technology|2|2|1|0.0|0.0|FB|31.91|31.91|31.91|31.91|0.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
780|More bad memories being made for Facebook; Analysis: Stock is down 24% since IPO; tin ear for Opera|MarketWatch|2012-05-29|841|Facebook|Technology|2|3|1|0.0|0.05555555555555555|FB|28.84|31.69|28.65|31.48|78060799.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
781|Facebook IPO fiasco: Blame Zuckerberg; Commentary: Facebook's stock price has tumbled some 25%|MarketWatch|2012-05-30|735|Facebook|Technology|2|4|1|0.0|0.0|FB|28.19|29.55|27.86|28.7|57267867.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
782|Facebook dips below IPO range; RIM falls; Salesforce.com falls on reported Buddy Media deal|MarketWatch|2012-05-30|601|Facebook|Technology|2|4|1|0.0|0.0|FB|28.19|29.55|27.86|28.7|57267867.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
783|Facebook closes below IPO price range; Two weeks after debut, another hit, hurt by broad market downdraft|MarketWatch|2012-06-01|317|Facebook|Technology|2|6|1|0.0|0.05882352941176471|FB|27.72|29.15|27.39|28.93|41855500.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
784|Nasdaq to Facebook parties: We're sorry; Commentary: The Nasdaq is trying to re-build bridges after IPO|MarketWatch|2012-06-06|324|Facebook|Technology|2|4|1|0.0|0.0|FB|26.81|27.17|25.52|26.07|61487019.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
785|Facebook didn't sink market, but takes rap; Social network's IPO still offers insight into investor behavior|MarketWatch|2012-06-08|1239|Facebook|Technology|2|6|1|0.0|0.0|FB|27.1|27.76|26.44|26.58|38033420.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
786|Facebook IPO prompts Capitol Hill inquiry; Observers urge regulators to expand access to pre-IPO information|MarketWatch|2012-06-20|1055|Facebook|Technology|2|4|1|0.0|0.0|FB|31.6|31.9288|31.15|31.92|15558921.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
787|IPO rules after Facebook focus of hearing Tuesday; Columbia's Coffee seeks retail IPO road-show access|MarketWatch|2012-06-25|999|Facebook|Technology|2|2|1|0.0|0.0|FB|32.06|33.02|31.55|32.88|24352818.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
788|ServiceNow IPO to come amid Facebook hangover|MarketWatch|2012-06-27|581|Facebook|Technology|2|4|1|0.0|0.0|FB|32.23|32.9|31.9|32.46|28599506.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
789|Facebook underwriters take mixed view; Shares slip as IPO underwriters kick off coverage of social network|MarketWatch|2012-06-27|909|Facebook|Technology|2|4|1|0.0|0.0|FB|32.23|32.9|31.9|32.46|28599506.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
790|Palo Alto, Kayak to test IPO market recovery; Two firms set price ranges as post-Facebook market slowly picks up|MarketWatch|2012-07-09|814|Facebook|Technology|2|2|1|0.0|0.0|FB|32.17|32.88|31.99|32.1|17785180.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
791|Nasdaq OMX, other financial stocks drop; UBS to start legal proceedings against Nasdaq over Facebook IPO|MarketWatch|2012-07-31|515|Facebook|Technology|2|3|1|0.0|0.0|FB|21.71|23.37|21.61|23.33|56179322.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
792|Facebook stock falls to record low; Social-networking giant's stock sheds more than 40% of IPO price|MarketWatch|2012-07-31|319|Facebook|Technology|2|3|1|0.0|0.0|FB|21.71|23.37|21.61|23.33|56179322.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
793|Learning from Facebook's IPO flop; Commentary: Market favors structural dynamics over fundamentals|MarketWatch|2012-08-01|1205|Facebook|Technology|2|4|1|0.0|0.0|FB|20.88|21.58|20.84|21.5|44604365.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
794|Letter from Mark Zuckerberg in Facebook IPO filing Facebook IPO: CEO Mark Zuckerberg's letter to potential investors|MarketWatch|2012-02-01|2281|Facebook|Technology|1|4|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
795|Facebook Files $5 Billion IPO|MediaPost.com|2012-02-01|84|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
796|Facebook, Instagram And The IPO|MediaPost.com|2012-04-11|468|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
797|Facebook Sets IPO Pricing|MediaPost.com|2012-05-03|163|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
798|Analysts Pore Over Facebook IPO|MediaPost.com|2012-05-04|374|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
799|The Talk of Facebook's IPO Roadshow: Zuckerberg's Hoodie.|MediaPost.com|2012-05-09|479|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
800|Facebook IPO Could Raise $16 Bil|MediaPost.com|2012-05-16|82|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
801|Mediocre Facebook IPO Forces Us to Question Material Reality|MediaPost.com|2012-05-18|410|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
802|Facebook IPO Aftermath Debated|MediaPost.com|2012-05-22|366|Facebook|Technology|2|3|4|0.0|0.0|FB|31.0|33.59|30.94|32.59|102053826.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
803|Doggerel for a Dog: A Crowd-sourced Elegy for the Facebook IPO|MediaPost.com|2012-05-22|391|Facebook|Technology|2|3|4|0.0|0.0|FB|31.0|33.59|30.94|32.59|102053826.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
804|Facebook's IPO Faces Scrutiny|MediaPost.com|2012-05-23|445|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
805|It's All Your Fault Advertisers, That Facebook's IPO Sucked! Or Not.|MediaPost.com|2012-05-24|857|Facebook|Technology|2|5|4|0.0|0.0|FB|33.03|33.21|31.77|32.98|50275879.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
806|Analysts Pour Over Facebook IPO Analysts Pore Over Facebook IPO|MediaPost.com|2012-05-04|374|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
807|Facebook to file $5 billion IPO today|Memphis Business Journal Online|2012-02-01|124|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
808|Facebook reports revenue slide prior to IPO|Memphis Business Journal Online|2012-04-24|127|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
809|Facebook targets IPO to raise up to $13.6 billion|Memphis Business Journal Online|2012-05-04|162|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
810|Facebook IPO will be a throwback to dot-com days|Memphis Business Journal Online|2012-05-15|388|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
811|Facebook IPO shares sell at $38, raising $16 billion|Memphis Business Journal Online|2012-05-18|141|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
812|Facebook hits new low, down more than 20% since IPO|Memphis Business Journal Online|2012-05-30|154|Facebook|Technology|2|4|4|0.0|0.0|FB|28.19|29.55|27.86|28.7|57267867.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
813|Nasdaq set to offer Facebook IPO compensation; stock hits new low|Memphis Business Journal Online|2012-06-06|166|Facebook|Technology|2|4|4|0.0|0.0|FB|26.81|27.17|25.52|26.07|61487019.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
814|Facebook hits another low, down 43% from IPO|Memphis Business Journal Online|2012-08-01|126|Facebook|Technology|2|4|4|0.0|0.0|FB|20.88|21.58|20.84|21.5|44604365.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
815|Sure, Facebook IPO disappoints, but there are worse Sure, Facebook IPO disappoints, but there are worse|Memphis Business Journal Online|2012-06-04|150|Facebook|Technology|2|2|4|0.0|0.0|FB|26.9|27.65|26.44|27.2|35230290.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
816|State official subpoenas Morgan Stanley over Facebook IPO|Metro - Boston|2012-05-23|188|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
817|Facebook shoots for $5 billion in mega-IPO Facebook shoots for $5 billion in mega-IPO Facebook shoots for $5 billion in mega-IPO|Metro - Boston|2012-02-01|331|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
818|Facebook IPO triggers retail investor craze Facebook IPO triggers retail investor craze Facebook IPO triggers retail investor craze|Metro - Boston|2012-05-16|1274|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
819|Senate Banking panel reviewing Facebook IPO issues (UPDATE) Senate Banking panel reviewing Facebook IPO issues (UPDATE) Senate Banking panel reviewing Facebook IPO issues (UPDATE)|Metro - Boston|2012-05-23|384|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
820|Facebook shoots for $5 billion in mega-IPO|Metro - New York|2012-02-01|331|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
821|Facebook IPO triggers retail investor craze|Metro - New York|2012-05-16|1274|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
822|Senate Banking panel reviewing Facebook IPO issues (UPDATE)|Metro - New York|2012-05-23|384|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
823|Facebook shoots for $5 billion in mega-IPO|Metro - Philadelphia|2012-02-01|331|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
824|Size of Facebook IPO increases by 25 percent|Metro - Philadelphia|2012-05-16|1250|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
825|Facebook IPO triggers retail investor craze|Metro - Philadelphia|2012-05-16|1274|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
826|Can I get into Facebook IPO? Should I buy Facebook stock?|Metro - Philadelphia|2012-05-16|455|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
827|Senate Banking panel reviewing Facebook IPO issues (UPDATE)|Metro - Philadelphia|2012-05-23|384|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
828|Plaintiffs firms circling Facebook following IPO; FROM THE COURTS|Miami Daily Business Review|2012-05-25|488|Facebook|Technology|2|6|4|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
829|Facebook IPO over-subscribed, price may go up Tuesday|Milwaukee Business Journal Online|2012-05-15|68|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
830|Facebook offers more IPO shares, raises target to $14.7B|Milwaukee Business Journal Online|2012-05-16|69|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
